ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
21290,RELS,4995,007,Independent Study,"1 - 6","Sonam Kachru","TBA","TBA","Independent Research","",Open,0,5,0
13321,RELS,8500,001,Seminar,"3","Kevin Hart","TuTh 9:30AM - 10:45AM","McLeod Hall 2007","Topics for Supervised Study and Research","Christ",Open,0,2,0
20432,RELS,8500,002,Seminar,"3","Blaire French","MoWe 6:00PM - 7:15PM","Gibson Hall 287","Topics for Supervised Study and Research","",Closed,2,2,0
20524,RELS,8500,003,Seminar,"3","Gregory Goering","MoWeFr 11:00AM - 11:50AM","Gibson Hall 287","Topics for Supervised Study and Research","",Open,1,6,0
20556,RELS,8500,004,Seminar,"3","Jerry White","Mo 6:15PM - 8:45PM","Thornton Hall A120","Topics for Supervised Study and Research","",Open,2,3,0
21085,RELS,8500,005,Seminar,"1 - 6","Jane Mikkelson","Mo 3:30PM - 6:00PM","Gilmer Hall 141","Topics for Supervised Study and Research","Sufism: Islamic Mysticism",Open,0,1,0
11379,RELS,8960,002,Independent Study,"3","Ahmed al-Rahim","TBA","TBA","Thesis Research","",Open,0,30,0
11380,RELS,8960,005,Independent Study,"3","Charles Mathewes","TBA","TBA","Thesis Research","",Open,2,30,0
11381,RELS,8960,024,Independent Study,"3","Sonam Kachru","TBA","TBA","Thesis Research","",Open,0,30,0
11382,RELS,8960,029,Independent Study,"3","Paul Jones","TBA","TBA","Thesis Research","",Open,0,30,0
11383,RELS,8960,030,Independent Study,"3","Peter Ochs","TBA","TBA","Thesis Research","",Open,2,30,0
11384,RELS,8960,032,Independent Study,"3","Jennifer Geddes","TBA","TBA","Thesis Research","",Open,1,30,0
10864,RELS,8995,003,Independent Study,"1 - 12","Larry Bouchard","TBA","TBA","Research","",Open,0,50,0
11385,RELS,8995,009,Independent Study,"1 - 12","David Germano","TBA","TBA","Research","",Open,0,30,0
11386,RELS,8995,019,Independent Study,"1 - 12","Heather Warren","TBA","TBA","Research","",Open,0,30,0
11387,RELS,8995,022,Independent Study,"1 - 12","Kurtis Schaeffer","TBA","TBA","Research","",Open,1,30,0
11388,RELS,8995,024,Independent Study,"1 - 12","Sonam Kachru","TBA","TBA","Research","",Open,0,30,0
11389,RELS,8995,030,Independent Study,"1 - 12","Michael Allen","TBA","TBA","Research","",Open,1,30,0
11391,RELS,8998,002,Independent Study,"1 - 12","Ahmed al-Rahim","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11392,RELS,8998,003,Independent Study,"1 - 12","Asher Biemann","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11393,RELS,8998,004,Independent Study,"1 - 12","Michael Allen","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11399,RELS,8998,005,Independent Study,"1 - 12","Charles Marsh","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11401,RELS,8998,006,Independent Study,"1 - 12","Charles Mathewes","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11402,RELS,8998,007,Independent Study,"1 - 12","Cynthia Hoehler-Fatton","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11403,RELS,8998,008,Independent Study,"1 - 12","David Germano","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11404,RELS,8998,009,Independent Study,"1 - 12","Elizabeth Alexander","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11405,RELS,8998,010,Independent Study,"1 - 12","Natasha Heller","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11406,RELS,8998,011,Independent Study,"1 - 12","Gregory Goering","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11407,RELS,8998,012,Independent Study,"1 - 12","Janet Spittler","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11408,RELS,8998,013,Independent Study,"1 - 12","Heather Warren","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11409,RELS,8998,014,Independent Study,"1 - 12","Jalane Schmidt","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12316,RELS,8998,016,Independent Study,"1 - 12","Willis Jenkins","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11410,RELS,8998,017,Independent Study,"1 - 12","John Nemec","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11411,RELS,8998,019,Independent Study,"1 - 12","Shankar Nair","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,3,30,0
11412,RELS,8998,020,Independent Study,"1 - 12","Nichole Flores","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11413,RELS,8998,021,Independent Study,"1 - 12","Kevin Hart","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11414,RELS,8998,022,Independent Study,"1 - 12","Kurtis Schaeffer","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11415,RELS,8998,023,Independent Study,"1 - 12","Larry Bouchard","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11416,RELS,8998,024,Independent Study,"1 - 12","Sonam Kachru","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11417,RELS,8998,026,Independent Study,"1 - 12","Martien Halvorson-Taylor","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11418,RELS,8998,027,Independent Study,"1 - 12","Matthew Hedstrom","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,2,30,0
11419,RELS,8998,028,Independent Study,"1 - 12","Erik Braun","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11420,RELS,8998,029,Independent Study,"1 - 12","Paul Jones","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
11421,RELS,8998,030,Independent Study,"1 - 12","Peter Ochs","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11422,RELS,8998,032,Independent Study,"1 - 12","Kathleen Flake","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11423,RELS,8998,033,Independent Study,"1 - 12","Vanessa Ochs","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11400,RELS,8998,036,Independent Study,"1 - 12","Karl Shuve","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
11424,RELS,8999,002,Independent Study,"1 - 12","Ahmed al-Rahim","TBA","TBA","Non-Topical Research","",Open,0,30,0
11426,RELS,8999,003,Independent Study,"1 - 12","Asher Biemann","TBA","TBA","Non-Topical Research","",Open,1,30,0
11427,RELS,8999,004,Independent Study,"1 - 12","Michael Allen","TBA","TBA","Non-Topical Research","",Open,0,30,0
11428,RELS,8999,005,Independent Study,"1 - 12","Charles Marsh","TBA","TBA","Non-Topical Research","",Open,0,30,0
11429,RELS,8999,006,Independent Study,"1 - 12","Charles Mathewes","TBA","TBA","Non-Topical Research","",Open,2,30,0
11430,RELS,8999,007,Independent Study,"1 - 12","Cynthia Hoehler-Fatton","TBA","TBA","Non-Topical Research","",Open,0,30,0
11431,RELS,8999,008,Independent Study,"1 - 12","David Germano","TBA","TBA","Non-Topical Research","",Open,0,30,0
11432,RELS,8999,009,Independent Study,"1 - 12","Elizabeth Alexander","TBA","TBA","Non-Topical Research","",Open,0,30,0
11433,RELS,8999,010,Independent Study,"1 - 12","Natasha Heller","TBA","TBA","Non-Topical Research","",Open,0,30,0
11434,RELS,8999,011,Independent Study,"1 - 12","Gregory Goering","TBA","TBA","Non-Topical Research","",Open,0,30,0
11435,RELS,8999,012,Independent Study,"1 - 12","Janet Spittler","TBA","TBA","Non-Topical Research","",Open,0,30,0
11436,RELS,8999,013,Independent Study,"1 - 12","Heather Warren","TBA","TBA","Non-Topical Research","",Open,1,30,0
11437,RELS,8999,014,Independent Study,"1 - 12","Jalane Schmidt","TBA","TBA","Non-Topical Research","",Open,0,30,0
12317,RELS,8999,016,Independent Study,"1 - 12","Willis Jenkins","TBA","TBA","Non-Topical Research","",Open,0,30,0
11438,RELS,8999,017,Independent Study,"1 - 12","John Nemec","TBA","TBA","Non-Topical Research","",Open,0,30,0
11439,RELS,8999,019,Independent Study,"1 - 12","Shankar Nair","TBA","TBA","Non-Topical Research","",Open,0,30,0
11440,RELS,8999,020,Independent Study,"1 - 12","Nichole Flores","TBA","TBA","Non-Topical Research","",Open,1,30,0
11441,RELS,8999,021,Independent Study,"1 - 12","Kevin Hart","TBA","TBA","Non-Topical Research","",Open,0,30,0
11442,RELS,8999,022,Independent Study,"1 - 12","Kurtis Schaeffer","TBA","TBA","Non-Topical Research","",Open,3,30,0
11443,RELS,8999,023,Independent Study,"1 - 12","Larry Bouchard","TBA","TBA","Non-Topical Research","",Open,1,30,0
11444,RELS,8999,024,Independent Study,"1 - 12","Sonam Kachru","TBA","TBA","Non-Topical Research","",Open,0,30,0
11445,RELS,8999,026,Independent Study,"1 - 12","Martien Halvorson-Taylor","TBA","TBA","Non-Topical Research","",Open,0,30,0
11446,RELS,8999,027,Independent Study,"1 - 12","Matthew Hedstrom","TBA","TBA","Non-Topical Research","",Open,0,30,0
11447,RELS,8999,029,Independent Study,"1 - 12","Paul Jones","TBA","TBA","Non-Topical Research","",Open,0,30,0
11448,RELS,8999,030,Independent Study,"1 - 12","Peter Ochs","TBA","TBA","Non-Topical Research","",Open,0,30,0
11449,RELS,8999,032,Independent Study,"1 - 12","Kathleen Flake","TBA","TBA","Non-Topical Research","",Open,0,30,0
11450,RELS,8999,033,Independent Study,"1 - 12","Vanessa Ochs","TBA","TBA","Non-Topical Research","",Open,0,30,0
11451,RELS,8999,034,Independent Study,"1 - 12","Erik Braun","TBA","TBA","Non-Topical Research","",Open,1,30,0
11425,RELS,8999,036,Independent Study,"1 - 12","Karl Shuve","TBA","TBA","Non-Topical Research","",Open,1,30,0
11453,RELS,9998,002,Independent Study,"1 - 12","Ahmed al-Rahim","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,30,0
11469,RELS,9998,003,Independent Study,"1 - 12","Asher Biemann","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11470,RELS,9998,004,Independent Study,"1 - 12","Michael Allen","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11471,RELS,9998,005,Independent Study,"1 - 12","Charles Marsh","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11472,RELS,9998,006,Independent Study,"1 - 12","Charles Mathewes","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,4,30,0
11473,RELS,9998,007,Independent Study,"1 - 12","Cynthia Hoehler-Fatton","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11474,RELS,9998,008,Independent Study,"1 - 12","David Germano","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11475,RELS,9998,009,Independent Study,"1 - 12","Elizabeth Alexander","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,30,0
11476,RELS,9998,010,Independent Study,"1 - 12","Natasha Heller","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11477,RELS,9998,011,Independent Study,"1 - 12","Gregory Goering","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11478,RELS,9998,012,Independent Study,"1 - 12","Janet Spittler","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,30,0
11479,RELS,9998,013,Independent Study,"1 - 12","Heather Warren","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11480,RELS,9998,014,Independent Study,"1 - 12","Jalane Schmidt","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
12318,RELS,9998,016,Independent Study,"1 - 12","Willis Jenkins","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11468,RELS,9998,017,Independent Study,"1 - 12","John Nemec","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11467,RELS,9998,019,Independent Study,"1 - 12","Shankar Nair","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11466,RELS,9998,020,Independent Study,"1 - 12","Nichole Flores","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11465,RELS,9998,021,Independent Study,"1 - 12","Kevin Hart","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11464,RELS,9998,022,Independent Study,"1 - 12","Kurtis Schaeffer","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,30,0
11463,RELS,9998,023,Independent Study,"1 - 12","Larry Bouchard","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11462,RELS,9998,024,Independent Study,"1 - 12","Sonam Kachru","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11461,RELS,9998,026,Independent Study,"1 - 12","Martien Halvorson-Taylor","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,30,0
11460,RELS,9998,027,Independent Study,"1 - 12","Matthew Hedstrom","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11459,RELS,9998,028,Independent Study,"1 - 12","Erik Braun","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11458,RELS,9998,029,Independent Study,"1 - 12","Paul Jones","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,2,30,0
11457,RELS,9998,030,Independent Study,"1 - 12","Peter Ochs","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,2,30,0
11456,RELS,9998,032,Independent Study,"1 - 12","Kathleen Flake","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11455,RELS,9998,033,Independent Study,"1 - 12","Vanessa Ochs","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,30,0
11454,RELS,9998,035,Independent Study,"1 - 12","Jennifer Geddes","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,30,0
11452,RELS,9998,036,Independent Study,"1 - 12","Karl Shuve","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,2,30,0
11482,RELS,9999,002,Independent Study,"1 - 12","Ahmed al-Rahim","TBA","TBA","Non-Topical Research","",Open,0,30,0
11483,RELS,9999,003,Independent Study,"1 - 12","Asher Biemann","TBA","TBA","Non-Topical Research","",Open,0,30,0
11484,RELS,9999,004,Independent Study,"1 - 12","Michael Allen","TBA","TBA","Non-Topical Research","",Open,0,30,0
11485,RELS,9999,005,Independent Study,"1 - 12","Charles Marsh","TBA","TBA","Non-Topical Research","",Open,0,30,0
11486,RELS,9999,006,Independent Study,"1 - 12","Charles Mathewes","TBA","TBA","Non-Topical Research","",Open,1,30,0
11487,RELS,9999,007,Independent Study,"1 - 12","Cynthia Hoehler-Fatton","TBA","TBA","Non-Topical Research","",Open,0,30,0
11488,RELS,9999,008,Independent Study,"1 - 12","David Germano","TBA","TBA","Non-Topical Research","",Open,3,30,0
11489,RELS,9999,009,Independent Study,"1 - 12","Elizabeth Alexander","TBA","TBA","Non-Topical Research","",Open,0,30,0
11490,RELS,9999,010,Independent Study,"1 - 12","Natasha Heller","TBA","TBA","Non-Topical Research","",Open,0,30,0
11491,RELS,9999,011,Independent Study,"1 - 12","Gregory Goering","TBA","TBA","Non-Topical Research","",Open,0,30,0
11492,RELS,9999,012,Independent Study,"1 - 12","Janet Spittler","TBA","TBA","Non-Topical Research","",Open,1,30,0
11493,RELS,9999,013,Independent Study,"1 - 12","Heather Warren","TBA","TBA","Non-Topical Research","",Open,0,30,0
11494,RELS,9999,014,Independent Study,"1 - 12","Jalane Schmidt","TBA","TBA","Non-Topical Research","",Open,0,30,0
12319,RELS,9999,016,Independent Study,"1 - 12","Willis Jenkins","TBA","TBA","Non-Topical Research","",Open,2,30,0
11495,RELS,9999,017,Independent Study,"1 - 12","John Nemec","TBA","TBA","Non-Topical Research","",Open,0,30,0
11496,RELS,9999,019,Independent Study,"1 - 12","Shankar Nair","TBA","TBA","Non-Topical Research","",Open,0,30,0
11497,RELS,9999,020,Independent Study,"1 - 12","Nichole Flores","TBA","TBA","Non-Topical Research","",Open,0,30,0
11498,RELS,9999,021,Independent Study,"1 - 12","Kevin Hart","TBA","TBA","Non-Topical Research","",Open,1,30,0
11499,RELS,9999,022,Independent Study,"1 - 12","Kurtis Schaeffer","TBA","TBA","Non-Topical Research","",Open,4,30,0
11500,RELS,9999,023,Independent Study,"1 - 12","Larry Bouchard","TBA","TBA","Non-Topical Research","",Open,0,30,0
11501,RELS,9999,024,Independent Study,"1 - 12","Sonam Kachru","TBA","TBA","Non-Topical Research","",Open,0,30,0
11502,RELS,9999,026,Independent Study,"1 - 12","Martien Halvorson-Taylor","TBA","TBA","Non-Topical Research","",Open,1,30,0
11503,RELS,9999,027,Independent Study,"1 - 12","Matthew Hedstrom","TBA","TBA","Non-Topical Research","",Open,3,30,0
11504,RELS,9999,029,Independent Study,"1 - 12","Paul Jones","TBA","TBA","Non-Topical Research","",Open,4,30,0
11505,RELS,9999,030,Independent Study,"1 - 12","Peter Ochs","TBA","TBA","Non-Topical Research","",Open,1,30,0
11506,RELS,9999,032,Independent Study,"1 - 12","Kathleen Flake","TBA","TBA","Non-Topical Research","",Open,3,30,0
11507,RELS,9999,033,Independent Study,"1 - 12","Vanessa Ochs","TBA","TBA","Non-Topical Research","",Open,1,30,0
11508,RELS,9999,034,Independent Study,"1 - 12","Erik Braun","TBA","TBA","Non-Topical Research","",Open,0,30,0
11481,RELS,9999,036,Independent Study,"1 - 12","Karl Shuve","TBA","TBA","Non-Topical Research","",Open,1,30,0
10865,RUSS,1020,001,Lecture,"4","Anna Borovskaya-Ellis","TuTh 9:30AM - 10:20AM","New Cabell Hall 364","First-Year Russian","",Open,22,30,0
10866,RUSS,1020,002,Lecture,"4","Anna Borovskaya-Ellis","TuTh 3:30PM - 4:20PM","Wilson Hall 238","First-Year Russian","",Open,11,30,0
10867,RUSS,1020,100,Discussion,"0","Anna Gomboeva","MoWeFr 10:00AM - 10:50AM","New Cabell Hall 111","First-Year Russian","",Open,15,18,0
10868,RUSS,1020,101,Discussion,"0","Aaron Thompson","MoWeFr 11:00AM - 11:50AM","Minor Hall 130","First-Year Russian","",Open,7,20,0
12037,RUSS,1020,102,Discussion,"0","Alex Misbach","MoWeFr 12:00PM - 12:50PM","New Cabell Hall 115","First-Year Russian","",Open,11,20,0
10869,RUSS,2020,001,Lecture,"4","John Lyles","Tu 9:30AM - 10:20AM","New Cabell Hall 111","Second-Year Russian","",Open,12,17,0
10870,RUSS,2020,002,Lecture,"4","John Lyles","Tu 3:30PM - 4:20PM","New Cabell Hall 044","Second-Year Russian","",Open,14,17,0
10871,RUSS,2020,100,Discussion,"0","Alexandra Bernosky","MoWeFr 10:00AM - 10:50AM","New Cabell Hall 291","Second-Year Russian","",Open,9,16,0
10872,RUSS,2020,101,Discussion,"0","Jason Schultz","MoWeFr 12:00PM - 12:50PM","Kerchof Hall 317","Second-Year Russian","",Closed,17,17,0
13409,RUSS,3000,001,Seminar,"1","Valeria Provotorova","TBA","TBA","Russian House Conversation","",Closed,6,6,0
10873,RUSS,3020,001,Lecture,"3","Anna Borovskaya-Ellis","MoWeFr 10:00AM - 10:50AM","New Cabell Hall 383","Third-Year Russian","",Open,20,30,0
20631,RUSS,3020,002,Lecture,"3","Anna Borovskaya-Ellis","MoWeFr 10:00AM - 10:50AM","Contact Department","Third-Year Russian","",Open,0,8,0
12239,RUSS,3030,001,Discussion,"1","Valeria Provotorova","TuTh 4:00PM - 4:50PM","Contact Department","Intermediate Conversation","",Open,5,9,0
10874,RUSS,4020,001,Lecture,"3","Katia Dianina","TuTh 12:30PM - 1:45PM","New Cabell Hall 211","Fourth-Year Russian","",Open,10,15,0
21184,RUSS,4990,001,Independent Study,"3","Gabriel Finder","TBA","TBA","Senior Honors Thesis","",Open,1,5,0
12980,RUSS,4993,001,Independent Study,"3","Mark Elson","TBA","TBA","Independent Study","",Closed,2,1,0
21231,RUSS,4993,002,Independent Study,"3","David Herman","TBA","TBA","Independent Study","",Open,2,5,0
10875,RUSS,5050,001,Lecture,"1","Anna Borovskaya-Ellis","MoWe 4:00PM - 4:50PM","New Cabell Hall 038","Advanced Conversation","",Closed,6,6,0
10876,RUSS,5050,002,Lecture,"1","Anna Borovskaya-Ellis","MoWe 1:00PM - 1:50PM","New Cabell Hall 056","Advanced Conversation","",Open,9,10,0
19989,RUSS,5124,001,Lecture,"3","David Herman","TuTh 2:00PM - 3:15PM","Contact Department","Tolstoy","",Open,8,9,0
18370,RUSS,5176,001,Lecture,"3","Julian Connolly","TuTh 12:30PM - 1:45PM","New Cabell Hall 594","The Silver Age of Russian Poetry","",Open,7,15,0
18371,RUSS,5380,001,Seminar,"3","Edith Clowes","MoWe 2:00PM - 3:15PM","Contact Department","Russian Postmodernism","",Open,3,9,0
21046,RUSS,5993,001,Independent Study,"1 - 4","David Herman","TBA","TBA","Independent Study","",Open,0,1,0
10877,RUSS,8999,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Master's Thesis","",Open,2,20,0
10878,RUSS,8999,002,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Master's Thesis","",Open,0,20,0
10879,RUSS,8999,003,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Master's Thesis","",Open,0,10,0
10880,RUSS,9999,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Non-Topical Research, Doctoral","",Open,2,20,0
13691,RUTR,2350,001,Lecture,"3","Stanley Stepanic","MoWe 2:00PM - 3:15PM","Ruffner Hall G006","Russian and East European Film","",Closed,53,50,0
18420,RUTR,2370,001,Lecture,"3","Katia Dianina","TuTh 9:30AM - 10:45AM","New Cabell Hall 383","Fairy Tales","",Open,18,25,0
13692,RUTR,2470,001,Lecture,"3","Yuri Urbanovich","MoWe 2:00PM - 3:15PM","New Cabell Hall 032","Understanding Russia: Symbols, Myths, and Archetypes of Identity","",Open,34,35,0
12717,RUTR,2730,100,Lecture,"3","Julian Connolly","TuTh 11:00AM - 11:50AM","Nau Hall 211","Dostoevsky","",Open,39,45,0
12718,RUTR,2730,101,Discussion,"0","Tierre Sanford","Mo 4:00PM - 4:50PM","Lower West Oval Room 102","Dostoevsky","",Closed,15,15,0
12719,RUTR,2730,102,Discussion,"0","Tierre Sanford","Mo 5:00PM - 5:50PM","Lower West Oval Room 102","Dostoevsky","",Closed,15,15,0
12720,RUTR,2730,103,Discussion,"0","Tierre Sanford","Th 5:00PM - 5:50PM","Kerchof Hall 317","Dostoevsky","",Open,9,15,0
12508,RUTR,3360,001,Lecture,"3","Edith Clowes","MoWe 5:00PM - 6:15PM","New Cabell Hall 338","Twentieth Century Russian Literature","",Open,11,30,0
12793,RUTR,3510,100,Lecture,"3 - 6","Julian Connolly","TuTh 11:00AM - 11:50AM","Nau Hall 211","Topics in Russian Literature","",Closed,11,11,0
12794,RUTR,3510,101,Discussion,"0","Tierre Sanford","Mo 4:00PM - 4:50PM","Lower West Oval Room 102","Topics in Russian Literature","",Closed,5,5,0
12795,RUTR,3510,102,Discussion,"0","Tierre Sanford","Mo 5:00PM - 5:50PM","Lower West Oval Room 102","Topics in Russian Literature","",Open,3,7,0
12796,RUTR,3510,103,Discussion,"0","Tierre Sanford","Th 5:00PM - 5:50PM","Kerchof Hall 317","Topics in Russian Literature","",Open,3,5,0
10881,SANS,1020,001,Lecture,"3","Robert Hueckstedt","MoWeFr 1:00PM - 1:50PM","New Cabell Hall 064","Elementary Sanskrit II","",Open,4,10,0
20010,SANS,3022,001,Lecture,"3","Robert Hueckstedt","MoWeFr 11:00AM - 11:50AM","Pavilion V 109","The Bhagavadgita","",Open,8,10,0
11265,SANS,8993,001,Independent Study,"1 - 3","Robert Hueckstedt","TBA","TBA","Independent Study in Sanskrit","",Open,3,7,0
14916,SARC,5400,001,Lecture,"3","Eric Field","Tu 7:00PM - 9:30PM","Campbell Hall 158","Data Visualization","",Open,84,86,0
15006,SARC,5555,002,Workshop,"1","Esther Lorenz, Shiqiao Li","Tu 5:00PM - 7:00PM","Campbell Hall 108","Visualization Elective","Research Methods",Open,0,12,0
14901,SARC,5555,003,Workshop,"1","Anthony Averbeck","Tu 4:30PM - 7:00PM","Campbell Hall 105","Visualization Elective","Workflows #process",Open,12,40,0
14902,SARC,5555,004,Workshop,"1","Anthony Averbeck","Tu 4:30PM - 7:00PM","Campbell Hall 105","Visualization Elective","Workflows #communication",Open,16,40,0
14903,SARC,5555,005,Workshop,"1","Anthony Averbeck","Tu 4:30PM - 7:00PM","Campbell Hall 105","Visualization Elective","Workflows #representation",Open,18,40,0
14948,SARC,5555,007,Workshop,"3","Leighton Beaman","Th 3:30PM - 6:00PM","Campbell Hall 108","Visualization Elective","Pliant Bodies",Open,7,12,0
20547,SARC,5711,001,Practicum,"1","Betsy Roettger","TBA","TBA","CPT Internship","",Closed,30,30,0
20701,SARC,5993,001,Independent Study,"1 - 4","Betsy Roettger","TBA","TBA","Independent Study: School of Architecture","",Closed,10,10,0
18137,SARC,6720,100,Lecture,"3","Andrea Hansen Phillips, Katie Stranix, Michael Goetz","TuTh 11:00AM - 12:15PM","Campbell Hall 158","Design Computation 2","",Open,52,60,0
19934,SARC,6720,101,Discussion,"0","Andrea Hansen Phillips, Katie Stranix, Michael Goetz","Th 11:00AM - 12:15PM","Campbell Hall 107","Design Computation 2","",Open,0,30,0
19935,SARC,6720,102,Discussion,"0","Andrea Hansen Phillips, Katie Stranix, Michael Goetz","Th 11:00AM - 12:15PM","Campbell Hall 105","Design Computation 2","",Open,0,30,0
14969,SARC,8500,001,Seminar,"3","Jennifer Roe","We 9:00AM - 11:30AM","Campbell Hall 220B","Adv Special Topics in the School of Architecture","Healthy Cities",Closed,1,1,0
14891,SARC,9912,001,Independent Study,"3","Michael Lee","Mo 1:00PM - 3:30PM","Campbell Hall 325","Research Colloquium II","",Open,4,5,0
14910,SARC,9914,001,Independent Study,"3","Michael Lee","Mo 1:00PM - 3:30PM","Campbell Hall 325","Research Colloquium IV","",Open,3,9,0
20640,SARC,9993,001,Independent Study,"1 - 6","Tony Perry","TBA","TBA","Advanced Independent Research","",Closed,1,1,0
20885,SARC,9993,002,Independent Study,"1 - 6","David Edmunds","TBA","TBA","Advanced Independent Research","",Closed,1,1,0
21177,SARC,9993,003,Independent Study,"1 - 6","Ghazal Jafari","TBA","TBA","Advanced Independent Research","",Closed,1,1,0
21186,SARC,9993,004,Independent Study,"1 - 6","Earl Mark","TBA","TBA","Advanced Independent Research","",Closed,1,1,0
15027,SARC,9993,005,Independent Study,"1 - 6","Bradley Cantrell","TBA","TBA","Advanced Independent Research","",Open,0,2,0
15029,SARC,9993,006,Independent Study,"1 - 6","Jessica Sewell","TBA","TBA","Advanced Independent Research","",Open,0,2,0
20875,SARC,9993,007,Independent Study,"1 - 6","Kwame Otu","TBA","TBA","Advanced Independent Research","",Open,3,4,0
14956,SARC,9998,001,Independent Study,"1 - 12","Nana Last","TBA","TBA","Non-Topical Doctoral Prep","",Closed,1,1,0
14957,SARC,9998,002,Independent Study,"1 - 12","Shiqiao Li","TBA","TBA","Non-Topical Doctoral Prep","",Closed,2,1,0
15011,SARC,9998,003,Independent Study,"1 - 12","Ellen Bassett","TBA","TBA","Non-Topical Doctoral Prep","",Closed,2,2,0
15018,SARC,9998,004,Independent Study,"1 - 12","Richard Wilson","TBA","TBA","Non-Topical Doctoral Prep","",Open,1,2,0
20916,SARC,9998,005,Independent Study,"1 - 12","Jessica Sewell","TBA","TBA","Non-Topical Doctoral Prep","",Open,1,2,0
